Offer SKU;Product SKU;Category code;Category label;Brand;Product;Offer state;Price;Original price;Quantity;Alert threshold;Logistic Class;Activated;Available Start Date;Available End Date;Discount price;Discount Start Date;Discount End Date;Lead time to ship;EAN;Inactivity reason;Fulfillment center code
0004892908;M5056798422314;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Ashwood Leather;'Montaro' Real Leather Biker Jacket;New;209.00;209.00;3;;INIT;yes;;;;;;;5056798422314;;DEFAULT
0004828001;M5056798423854;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Casey' Real Leather Biker Jacket;New;199.00;199.00;2;;INIT;yes;;;;;;;5056798423854;;DEFAULT
0004828009;M5056798423939;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Casey' Real Leather Biker Jacket;New;259.00;259.00;2;;INIT;yes;;;;;;;5056798423939;;DEFAULT
0005382109;M5056798439206;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;Oversized Sheepskin Aviator Jacket;New;909.00;909.00;0;;INIT;no;;;;;;;5056798439206;Out of stock;DEFAULT
0003705802;M5056798423663;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Casey' Real Leather Biker Jacket;New;199.00;199.00;2;;INIT;yes;;;;;;;5056798423663;;DEFAULT
0004894403;M5056798422161;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Ashwood Leather;'Montaro' Real Leather Biker Jacket;New;189.00;189.00;2;;INIT;yes;;;;;;;5056798422161;;DEFAULT
0004894410;M5056798422239;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Ashwood Leather;'Montaro' Real Leather Biker Jacket;New;249.00;249.00;2;;INIT;yes;;;;;;;5056798422239;;DEFAULT
0005346300;M5056798403177;accessories-luggage;Luggage;Ashwood Leather;Real Leather Business Trolley Bag;New;285.00;285.00;0;;INIT;no;;;;;;;5056798403177;Out of stock;DEFAULT
0000777304;M5056798416696;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Sophia' Long Length Sheepskin Coat;New;1395.00;1395.00;0;;INIT;no;;;;;;;5056798416696;Out of stock;DEFAULT
0000773704;M5056798416535;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Sophia' Long Length Sheepskin Coat;New;1395.00;1395.00;1;;INIT;yes;;;;;;;5056798416535;;DEFAULT
0000773705;M5056798416542;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Sophia' Long Length Sheepskin Coat;New;1395.00;1395.00;1;;INIT;yes;;;;;;;5056798416542;;DEFAULT
0000075200;M5060474524087;men-accessories-mens_bags_and_wallets;Mens Bags & Wallets;Ashwood Leather;'Luigi' Small Real Leather Flight Side Bag;New;70.00;70.00;3;;INIT;yes;;;;;;;5060474524087;;DEFAULT
0005821700;M5056798441063;men-accessories-mens_bags_and_wallets;Mens Bags & Wallets;GABICCI;Real Leather Messenger Bag with Striped Front Detail;New;180.00;180.00;6;;INIT;yes;;;;;;;5056798441063;;DEFAULT
0005343700;M5056798402910;men-accessories-mens_bags_and_wallets;Mens Bags & Wallets;Ashwood Leather;Real Leather Laptop Sleeve Bag;New;109.00;109.00;1;;INIT;yes;;;;;;;5056798402910;;DEFAULT
0005343500;M5056798402927;men-accessories-mens_bags_and_wallets;Mens Bags & Wallets;Ashwood Leather;Real Leather Laptop Sleeve Bag;New;109.00;109.00;4;;INIT;yes;;;;;;;5056798402927;;DEFAULT
0005821200;M5056798435970;men-accessories-mens_bags_and_wallets;Mens Bags & Wallets;GABICCI;Real Leather Messenger Bag with Striped Front Detail;New;95.00;95.00;3;;INIT;yes;;;;;;;5056798435970;;DEFAULT
0005426802;M5056798445450;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;Casual Leather Jacket with Classic Collar;New;249.00;249.00;0;;INIT;no;;;;;;;5056798445450;Out of stock;DEFAULT
0005495301;M5056798452588;women-footwear-womens_flats;Womens Flats;Fenland England;'Pippa' Classic Suede Sheepskin Slippers;New;79.99;79.99;3;;INIT;yes;;;;;;;5056798452588;;DEFAULT
0005344800;M5056798403023;accessories-luggage;Luggage;Ashwood Leather;Real Leather Rucksack;New;189.00;189.00;3;;INIT;yes;;;;;;;5056798403023;;DEFAULT
0005923603;M5056798463942;women-footwear-womens_flats;Womens Flats;Fenland England;'Pippa' Classic Suede Sheepskin Slippers;New;79.99;79.99;10;;INIT;yes;;;;;;;5056798463942;;DEFAULT
0005125002;M5056798407854;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Mia' Leather Longline Biker Jacket;New;199.00;199.00;1;;INIT;yes;;;;;;;5056798407854;;DEFAULT
0005125006;M5056798407892;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Mia' Leather Longline Biker Jacket;New;199.00;199.00;0;;INIT;no;;;;;;;5056798407892;Out of stock;DEFAULT
0005472700;M5056798443289;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Compact Handbag With Detachable Crossbody Strap;New;100.00;100.00;4;;INIT;yes;;;;;;;5056798443289;;DEFAULT
0005473700;M5056798443388;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Elegant Leather Handbag With Detachable Crossbody Strap;New;110.00;110.00;3;;INIT;yes;;;;;;;5056798443388;;DEFAULT
0002187305;M5056798416863;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Kimi' Toscana Suede Leather Biker Gilet;New;499.00;499.00;2;;INIT;yes;;;;;;;5056798416863;;DEFAULT
0005474700;M5056798443487;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Premium Leather Shoulder Bag with Detachable Crossbody Strap;New;150.00;150.00;3;;INIT;yes;;;;;;;5056798443487;;DEFAULT
0004035200;M5061042996053;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Vintage Woven Leather Zip Around Small 6 Card Coin Purse;New;29.99;29.99;8;;INIT;yes;;;;;;;5061042996053;;DEFAULT
0005478600;M5056798443852;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Stylish Real Leather Medium Satchel Bag;New;110.00;110.00;1;;INIT;yes;;;;;;;5056798443852;;DEFAULT
0003268900;M5056798425544;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Real Leather Large Studded Clutch Bag;New;59.99;59.99;0;;INIT;no;;;;;;;5056798425544;Out of stock;DEFAULT
0004416500;M5061042995421;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;'Perfezione' Three Section Vintage Woven Leather Shoulder Bag;New;79.99;79.99;3;;INIT;yes;;;;;;;5061042995421;;DEFAULT
0005478700;M5056798443883;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Stylish Real Leather Medium Satchel Bag;New;110.00;110.00;3;;INIT;yes;;;;;;;5056798443883;;DEFAULT
0005818400;M5056798455015;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Small Real Leather Crossbody Bag;New;70.00;70.00;2;;INIT;yes;;;;;;;5056798455015;;DEFAULT
0005818500;M5056798455008;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Small Real Leather Crossbody Bag;New;70.00;70.00;5;;INIT;yes;;;;;;;5056798455008;;DEFAULT
0005426806;M5056798445498;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;Casual Leather Jacket with Classic Collar;New;249.00;249.00;0;;INIT;no;;;;;;;5056798445498;Out of stock;DEFAULT
0004383404;M5061027917837;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;Three Quarter Length Toscana Suede Leather Coat;New;875.00;875.00;1;;INIT;yes;;;;;;;5061027917837;;DEFAULT
0005471200;M5056798443135;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Real Leather Compact Crossbody Bag with Adjustable Strap;New;95.00;95.00;3;;INIT;yes;;;;;;;5056798443135;;DEFAULT
0005052100;M5061042993984;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;'Incanto Cuoio' Crossbody Phone Bag;New;49.99;49.99;4;;INIT;yes;;;;;;;5061042993984;;DEFAULT
0004379804;M5061027917653;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;Three Quarter Length Toscana Suede Leather Coat;New;875.00;875.00;1;;INIT;yes;;;;;;;5061027917653;;DEFAULT
0003758803;M5056798416122;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Alaska' Long Length Toscana Suede Leather Coat;New;999.99;999.99;0;;INIT;no;;;;;;;5056798416122;Out of stock;DEFAULT
0004379803;M5061027917646;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;Three Quarter Length Toscana Suede Leather Coat;New;875.00;875.00;1;;INIT;yes;;;;;;;5061027917646;;DEFAULT
0004383401;M5056798418669;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;Three Quarter Length Toscana Suede Leather Coat;New;875.00;875.00;0;;INIT;no;;;;;;;5056798418669;Out of stock;DEFAULT
0004034500;M5060474529747;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Vintage Woven Leather Zip Around Small 6 Card Coin Purse;New;29.99;29.99;0;;INIT;no;;;;;;;5060474529747;Out of stock;DEFAULT
0004134300;M5060821282165;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Vintage Mini Leather Cross Body Shoulder Bag With Chain Strap;New;59.99;59.99;5;;INIT;yes;;;;;;;5060821282165;;DEFAULT
0000770108;M5056798415859;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Alaska' Long Length Toscana Suede Leather Coat;New;1039.99;1039.99;0;;INIT;no;;;;;;;5056798415859;Out of stock;DEFAULT
0004382205;M5061027917721;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;Three Quarter Length Toscana Suede Leather Coat;New;875.00;875.00;1;;INIT;yes;;;;;;;5061027917721;;DEFAULT
0005942900;M5056798466325;men-accessories-mens_bags_and_wallets;Mens Bags & Wallets;Ashwood Leather;Real Leather Laptop Messenger Bag;New;120.00;120.00;24;;INIT;yes;;;;;;;5056798466325;;DEFAULT
0000771301;M5056798415866;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Alaska' Long Length Toscana Suede Leather Coat;New;999.99;999.99;0;;INIT;no;;;;;;;5056798415866;Out of stock;DEFAULT
0000768908;M5056798415774;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Alaska' Long Length Toscana Suede Leather Coat;New;1039.99;1039.99;0;;INIT;no;;;;;;;5056798415774;Out of stock;DEFAULT
0004381005;M5061027917783;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;Three Quarter Length Toscana Suede Leather Coat;New;875.00;875.00;2;;INIT;yes;;;;;;;5061027917783;;DEFAULT
0004517307;M5056798413893;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Kashmina' Reversible Toscana Real Sheepskin Suede Leather Gilet;New;419.00;419.00;1;;INIT;yes;;;;;;;5056798413893;;DEFAULT
0004381002;M5061027917752;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;Three Quarter Length Toscana Suede Leather Coat;New;875.00;875.00;1;;INIT;yes;;;;;;;5061027917752;;DEFAULT
0005033903;M5056798414272;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Kashmina' Reversible Toscana Real Sheepskin Suede Leather Gilet;New;399.00;399.00;0;;INIT;no;;;;;;;5056798414272;Out of stock;DEFAULT
0005055100;M5061042994288;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;'Lusso Legato' Real Leather Backpack;New;110.00;110.00;6;;INIT;yes;;;;;;;5061042994288;;DEFAULT
0004035300;M5061042996138;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Vintage Woven Leather Zip Around Large 10 Card Coin Note Purse;New;39.99;39.99;0;;INIT;no;;;;;;;5061042996138;Out of stock;DEFAULT
0001658406;M5061027917103;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Kashmina' Reversible Toscana Real Sheepskin Suede Leather Gilet;New;399.00;399.00;1;;INIT;yes;;;;;;;5061027917103;;DEFAULT
0004250701;M5060821283391;women-accessories-womens_gloves_and_scarves;Womens Gloves & Scarves;Fenland England;Real Sheepskin Suede Gloves;New;64.99;64.99;0;;INIT;no;;;;;;;5060821283391;Out of stock;DEFAULT
0004029600;M5061042995285;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;'Magnificenza' Vintage Woven Classic Leather Crossbody Bag;New;69.99;69.99;0;;INIT;no;;;;;;;5061042995285;Out of stock;DEFAULT
0003361907;M5061027917561;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Kashmina' Reversible Toscana Real Sheepskin Suede Leather Gilet;New;419.00;419.00;0;;INIT;no;;;;;;;5061027917561;Out of stock;DEFAULT
0001660802;M5061027916861;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Kashmina' Reversible Toscana Real Sheepskin Suede Leather Gilet;New;399.00;399.00;0;;INIT;no;;;;;;;5061027916861;Out of stock;DEFAULT
0004968405;M5056798414159;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Kashmina' Reversible Toscana Real Sheepskin Suede Leather Gilet;New;399.00;399.00;1;;INIT;yes;;;;;;;5056798414159;;DEFAULT
0000770103;M5056798415804;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Alaska' Long Length Toscana Suede Leather Coat;New;999.99;999.99;1;;INIT;yes;;;;;;;5056798415804;;DEFAULT
0003361905;M5061027917547;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Kashmina' Reversible Toscana Real Sheepskin Suede Leather Gilet;New;399.00;399.00;1;;INIT;yes;;;;;;;5061027917547;;DEFAULT
0005033902;M5056798414265;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Kashmina' Reversible Toscana Real Sheepskin Suede Leather Gilet;New;399.00;399.00;1;;INIT;yes;;;;;;;5056798414265;;DEFAULT
0000772503;M5056798415965;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Alaska' Long Length Toscana Suede Leather Coat;New;999.99;999.99;1;;INIT;yes;;;;;;;5056798415965;;DEFAULT
0004384607;M5061027917622;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;Three Quarter Length Toscana Suede Leather Coat;New;895.00;895.00;0;;INIT;no;;;;;;;5061027917622;Out of stock;DEFAULT
0005477100;M5056798443760;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Stylish Real Leather Small Satchel Bag;New;85.00;85.00;2;;INIT;yes;;;;;;;5056798443760;;DEFAULT
0000772506;M5056798415996;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Alaska' Long Length Toscana Suede Leather Coat;New;999.99;999.99;1;;INIT;yes;;;;;;;5056798415996;;DEFAULT
0005877908;M5056798460385;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Casey' Real Leather Biker Jacket;New;239.00;239.00;2;;INIT;yes;;;;;;;5056798460385;;DEFAULT
0004969602;M5056798414050;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Kashmina' Reversible Toscana Real Sheepskin Suede Leather Gilet;New;399.00;399.00;0;;INIT;no;;;;;;;5056798414050;Out of stock;DEFAULT
0005054800;M5061042994264;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;'Lusso Legato' Real Leather Backpack;New;110.00;110.00;1;;INIT;yes;;;;;;;5061042994264;;DEFAULT
0000768903;M5056798415729;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Alaska' Long Length Toscana Suede Leather Coat;New;999.99;999.99;0;;INIT;no;;;;;;;5056798415729;Out of stock;DEFAULT
0004250401;M5060821283353;women-accessories-womens_hats;Womens Hats;Fenland England;Luxury Sheepskin Hat;New;64.99;64.99;1;;INIT;yes;;;;;;;5060821283353;;DEFAULT
0004894405;M5056798422185;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Ashwood Leather;'Montaro' Real Leather Biker Jacket;New;189.00;189.00;1;;INIT;yes;;;;;;;5056798422185;;DEFAULT
0004880901;M5056798463676;women-clothing-womens_skirts;Womens Skirts;Ashwood Leather;'Skirt 23' Stylish Leather Pencil Skirt;New;110.00;110.00;3;;INIT;yes;;;;;;;5056798463676;;DEFAULT
0003417602;M5056798418461;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Casey' Real Leather Biker Jacket;New;199.00;199.00;2;;INIT;yes;;;;;;;5056798418461;;DEFAULT
0002341511;M5056798418249;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Ashwood Leather;Real Leather Biker Jacket With Contrast Stripes;New;279.00;279.00;0;;INIT;no;;;;;;;5056798418249;Out of stock;DEFAULT
0005866506;M5056798459792;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Ashwood Leather;Real Leather Biker Jacket With Contrast Stripes;New;199.00;199.00;2;;INIT;yes;;;;;;;5056798459792;;DEFAULT
0005866502;M5056798459754;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Ashwood Leather;Real Leather Biker Jacket With Contrast Stripes;New;199.00;199.00;0;;INIT;no;;;;;;;5056798459754;Out of stock;DEFAULT
0002341507;M5056798418201;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Ashwood Leather;Real Leather Biker Jacket With Contrast Stripes;New;199.00;199.00;2;;INIT;yes;;;;;;;5056798418201;;DEFAULT
0002341503;M5056798418164;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Ashwood Leather;Real Leather Biker Jacket With Contrast Stripes;New;199.00;199.00;1;;INIT;yes;;;;;;;5056798418164;;DEFAULT
0004202106;M5056798407809;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Mia' Leather Longline Biker Jacket;New;199.00;199.00;0;;INIT;no;;;;;;;5056798407809;Out of stock;DEFAULT
0004355805;M5056798430548;men-accessories-mens_gloves_and_scarves;Mens Gloves & Scarves;Fenland England;Real Leather Gloves with Fleece Lining;New;54.99;54.99;0;;INIT;no;;;;;;;5056798430548;Out of stock;DEFAULT
0005866507;M5056798459808;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Ashwood Leather;Real Leather Biker Jacket With Contrast Stripes;New;199.00;199.00;2;;INIT;yes;;;;;;;5056798459808;;DEFAULT
0005459203;M5056798447881;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Ashwood Leather;Real Leather Biker Jacket With Contrast Stripes;New;199.00;199.00;0;;INIT;no;;;;;;;5056798447881;Out of stock;DEFAULT
0005484310;M5056798450454;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Ashwood Leather;Real Leather Biker Jacket With Contrast Stripes;New;259.00;259.00;1;;INIT;yes;;;;;;;5056798450454;;DEFAULT
0002341504;M5056798418171;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Ashwood Leather;Real Leather Biker Jacket With Contrast Stripes;New;199.00;199.00;2;;INIT;yes;;;;;;;5056798418171;;DEFAULT
0005052900;M5061042994028;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;'Eclisse Cuoio' Real Leather Crossbody Bag;New;70.00;70.00;5;;INIT;yes;;;;;;;5061042994028;;DEFAULT
0004877308;M5056798463416;women-clothing-womens_skirts;Womens Skirts;Ashwood Leather;'Skirt 14' Stylish Leather Pencil Skirt;New;79.99;79.99;2;;INIT;yes;;;;;;;5056798463416;;DEFAULT
0004877309;M5056798463423;women-clothing-womens_skirts;Womens Skirts;Ashwood Leather;'Skirt 14' Stylish Leather Pencil Skirt;New;79.99;79.99;2;;INIT;yes;;;;;;;5056798463423;;DEFAULT
0004416400;M5061042995377;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;'Magnificenza' Vintage Woven Classic Leather Crossbody Bag;New;69.99;69.99;6;;INIT;yes;;;;;;;5061042995377;;DEFAULT
0004892903;M5056798422260;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Ashwood Leather;'Montaro' Real Leather Biker Jacket;New;189.00;189.00;3;;INIT;yes;;;;;;;5056798422260;;DEFAULT
0004895907;M5056798422109;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Ashwood Leather;'Montaro' Real Leather Biker Jacket;New;189.00;189.00;4;;INIT;yes;;;;;;;5056798422109;;DEFAULT
0005474000;M5056798443470;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Premium Leather Shoulder Bag with Detachable Crossbody Strap;New;150.00;150.00;2;;INIT;yes;;;;;;;5056798443470;;DEFAULT
0004134000;M5060821282134;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Vintage Small Leather Travel Shoulder Bag;New;59.99;59.99;3;;INIT;yes;;;;;;;5060821282134;;DEFAULT
0005343400;M5056798402880;accessories-luggage;Luggage;Ashwood Leather;Real Leather Zip Wash Bag;New;69.00;69.00;2;;INIT;yes;;;;;;;5056798402880;;DEFAULT
0000768904;M5056798415736;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Alaska' Long Length Toscana Suede Leather Coat;New;999.99;999.99;1;;INIT;yes;;;;;;;5056798415736;;DEFAULT
0004894404;M5056798422178;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Ashwood Leather;'Montaro' Real Leather Biker Jacket;New;189.00;189.00;1;;INIT;yes;;;;;;;5056798422178;;DEFAULT
0004594300;M5060999701581;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Real Leather Small Luxurious Flight Bag;New;55.00;55.00;2;;INIT;yes;;;;;;;5060999701581;;DEFAULT
0004358806;M5056798430395;men-accessories-mens_gloves_and_scarves;Mens Gloves & Scarves;Fenland England;Real Suede Leather Gloves;New;54.99;54.99;1;;INIT;yes;;;;;;;5056798430395;;DEFAULT
0004416300;M5061042995414;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;'Magnificenza' Vintage Woven Classic Leather Crossbody Bag;New;69.99;69.99;5;;INIT;yes;;;;;;;5061042995414;;DEFAULT
0005047500;M5061042993328;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Real Leather Vintage Cross Body Bag;New;49.95;49.95;3;;INIT;yes;;;;;;;5061042993328;;DEFAULT
0000073400;M5060474524339;men-accessories-mens_bags_and_wallets;Mens Bags & Wallets;Ashwood Leather;'Luigi' Small Real Leather Flight Side Bag;New;70.00;70.00;2;;INIT;yes;;;;;;;5060474524339;;DEFAULT
0005820200;M5056798455114;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Small Real Leather Bucket Bag;New;115.00;115.00;1;;INIT;yes;;;;;;;5056798455114;;DEFAULT
0005050500;M5061042993786;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Real Leather Unisex Bum Bag;New;45.00;45.00;3;;INIT;yes;;;;;;;5061042993786;;DEFAULT
0005472900;M5056798443395;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Elegant Leather Handbag With Detachable Crossbody Strap;New;110.00;110.00;1;;INIT;yes;;;;;;;5056798443395;;DEFAULT
0005472500;M5056798443319;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Compact Handbag With Detachable Crossbody Strap;New;100.00;100.00;2;;INIT;yes;;;;;;;5056798443319;;DEFAULT
0004029700;M5061042995308;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;'Magnificenza' Vintage Woven Classic Leather Crossbody Bag;New;69.99;69.99;9;;INIT;yes;;;;;;;5061042995308;;DEFAULT
0005459205;M5056798447904;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;Ashwood Leather;Real Leather Biker Jacket With Contrast Stripes;New;199.00;199.00;0;;INIT;no;;;;;;;5056798447904;Out of stock;DEFAULT
0004133600;M5060821282097;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Vintage Small Leather Shoulder Bag;New;89.99;89.99;3;;INIT;yes;;;;;;;5060821282097;;DEFAULT
0005409107;M5056798444446;men-clothing-mens_jackets_and_coats;Mens Jackets & Coats;GABICCI;'GB McQueen' Real Leather Jacket With Striking Contrast Stripe Details;New;299.00;299.00;1;;INIT;yes;;;;;;;5056798444446;;DEFAULT
0004880910;M5056798463768;women-clothing-womens_skirts;Womens Skirts;Ashwood Leather;'Skirt 23' Stylish Leather Pencil Skirt;New;110.00;110.00;1;;INIT;yes;;;;;;;5056798463768;;DEFAULT
0004761900;M5060999705497;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Vintage Small Leather Travel Shoulder Bag;New;59.99;59.99;3;;INIT;yes;;;;;;;5060999705497;;DEFAULT
0005054600;M5061042994158;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;'Sogno di Cuoio' Compact Twin Zip Crossbody Bag;New;80.00;80.00;5;;INIT;yes;;;;;;;5061042994158;;DEFAULT
0005476400;M5056798443647;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Elegant Real Leather Purse;New;45.00;45.00;11;;INIT;yes;;;;;;;5056798443647;;DEFAULT
0005049800;M5061042993779;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Real Leather Unisex Bum Bag;New;45.00;45.00;5;;INIT;yes;;;;;;;5061042993779;;DEFAULT
0005924705;M5056798464017;women-footwear-womens_flats;Womens Flats;Fenland England;'Pippa' Classic Suede Sheepskin Slippers;New;79.99;79.99;0;;INIT;no;;;;;;;5056798464017;Out of stock;DEFAULT
0005055000;M5061042994301;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;'Lusso Legato' Real Leather Backpack;New;110.00;110.00;2;;INIT;yes;;;;;;;5061042994301;;DEFAULT
0003741500;M5060821281199;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;Real Leather Vintage Medium  Shoulder Bag;New;99.00;99.00;6;;INIT;yes;;;;;;;5060821281199;;DEFAULT
0005054000;M5061042994202;women-accessories-womens_bags_and_purses;Womens Bags & Purses;Ashwood Leather;'Sogno di Cuoio' Compact Twin Zip Crossbody Bag;New;80.00;80.00;5;;INIT;yes;;;;;;;5061042994202;;DEFAULT
0005032703;M5056798414203;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Kashmina' Reversible Toscana Real Sheepskin Suede Leather Gilet;New;399.00;399.00;0;;INIT;no;;;;;;;5056798414203;Out of stock;DEFAULT
0000774904;M5056798416610;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Sophia' Long Length Sheepskin Coat;New;1395.00;1395.00;1;;INIT;yes;;;;;;;5056798416610;;DEFAULT
0000774906;M5056798416634;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Sophia' Long Length Sheepskin Coat;New;1395.00;1395.00;1;;INIT;yes;;;;;;;5056798416634;;DEFAULT
0000774907;M5056798416641;women-clothing-womens_jackets_and_coats;Womens Jackets & Coats;Ashwood Leather;'Sophia' Long Length Sheepskin Coat;New;1415.00;1415.00;1;;INIT;yes;;;;;;;5056798416641;;DEFAULT
